"Genero","Edad","Estrato","NivelEd","C1","C2","C3","C4","out"
1,38,3,3,0.299708667152221,0.502395943179703,0.518919421872092,0.871193689854489,0
1,38,3,3,0.29443988160729,0.520687302276534,0.516445940078159,0.888813128573864,0
1,38,3,3,0.294284917326556,0.532822095403511,0.522292351591092,0.880065394926469,0
1,38,3,3,0.296260711905906,0.540071955834005,0.55129179331307,0.853062869008693,0
1,38,3,3,0.298236506485255,0.5473218162645,0.580291235035047,0.826060343090917,0
1,38,3,3,0.300406006415521,0.554377830159419,0.609290676757025,0.799057817173142,0
1,38,3,3,0.318846755822783,0.545150735066063,0.638290118479003,0.772055291255366,0
1,38,3,3,0.337287505230044,0.535923639972706,0.66728956020098,0.743348158249523,0
1,38,3,3,0.355728254637306,0.530713045096458,0.692412071211463,0.703034200616758,0
1,38,3,3,0.374169004044568,0.530713045096458,0.714161652502946,0.660883916257303,0
1,38,3,3,0.39102911778835,0.530713045096458,0.73591123379443,0.618733631897847,0
1,38,3,3,0.407494072616262,0.530713045096458,0.757660815085913,0.576862283243712,0
1,38,3,3,0.425888332739304,0.528782333602134,0.779410396377396,0.538663588042956,0
1,38,3,3,0.444329082146565,0.526805098939272,0.801159977668879,0.5004648928422,0
1,38,3,3,0.462769831553827,0.524564232988028,0.823173190248744,0.462266197641444,0
1,38,3,3,0.481210580961088,0.521927920104212,0.845581849761181,0.424067502440687,0
1,38,3,3,0.49965133036835,0.519291607220396,0.867990509273618,0.385868807239931,0
1,38,3,3,0.518092079775612,0.51665529433658,0.890057998883444,0.347592629898808,0
1,38,3,3,0.531635957911701,0.518919421872092,0.883467216673904,0.326517487719081,0
1,38,3,3,0.538880538035983,0.547197754481732,0.857166118727126,0.305442345539353,0
1,38,3,3,0.546125118160264,0.576197196203709,0.830143911668011,0.284367203359626,0
1,38,3,3,0.553369698284545,0.605196637925687,0.803121704608895,0.263292061179898,0
1,38,3,3,0.546473787791914,0.634196079647665,0.77609949754978,0.24221691900017,0
1,38,3,3,0.537253413088283,0.663195521369642,0.749077290490664,0.221141776820443,0
1,38,3,3,0.530744913297485,0.689481111593574,0.709183673469388,0.206342688010414,0
1,38,3,3,0.530744913297485,0.711091123379443,0.667142236833943,0.191853527761851,0
1,38,3,3,0.530744913297485,0.732840704670926,0.624961230692885,0.181006028110521,0
1,38,3,3,0.530744913297485,0.754590285962409,0.582780224551827,0.173102849793123,0
1,38,3,3,0.529117788349785,0.776339867253892,0.544228025556727,0.161573507306566,0
1,38,3,3,0.527141993770436,0.798089448545376,0.506001488741393,0.149718739830469,0
1,38,3,3,0.52499573848228,0.820009614788164,0.467774951926059,0.137863972354372,0
1,38,3,3,0.522361345709814,0.842418274300602,0.429548415110725,0.126009204878276,0
1,38,3,3,0.519726952937348,0.864826933813039,0.391321878295391,0.118586415831151,0
1,38,3,3,0.517092560164882,0.887235593325476,0.353095341480057,0.115293424865568,0
1,38,3,3,0.517642683361485,0.884397680044662,0.329647664536939,0.122460522849483,0
1,38,3,3,0.543018084331562,0.860981018547237,0.30855716146641,0.131022299359998,0
1,38,3,3,0.571996404828687,0.833958811488121,0.287466658395881,0.139584075870512,0
1,38,3,3,0.600974725325812,0.806936604429006,0.266376155325352,0.148145852381026,0
1,38,3,3,0.629953045822938,0.77991439736989,0.245285652254823,0.15766065921805,0
1,38,3,3,0.658931366320063,0.752892190310775,0.224195149184294,0.168198230307914,0
1,38,3,3,0.686607986859029,0.714859500031015,0.208532349109857,0.184314515504176,0
1,38,3,3,0.707923323673893,0.673097202406799,0.194032628248868,0.199485518587965,0
1,38,3,3,0.729657064046737,0.63091619626574,0.182169220271695,0.211340286064062,0
1,38,3,3,0.751390804419581,0.588735190124682,0.174260281620247,0.21924346438146,0
1,38,3,3,0.773124544792425,0.549624713107127,0.163280813845295,0.227146642698858,0
1,38,3,3,0.794858285165269,0.511398176291793,0.151417405868122,0.235049821016256,0
1,38,3,3,0.816661759464443,0.473171639476459,0.13955399789095,0.242952999333654,0
1,38,3,3,0.839054098030404,0.434945102661125,0.127690589913777,0.247601927755652,0
1,38,3,3,0.861446436596364,0.396718565845791,0.118951988090069,0.247772388464459,0
1,38,3,3,0.883838775162325,0.358492029030457,0.115656596985299,0.242503602919527,0
1,38,3,3,0.885093985836265,0.332625147323367,0.121154084734198,0.237234817374595,0
1,38,3,3,0.864816909702314,0.311534644252838,0.1297221016066,0.231966031829663,0
1,38,3,3,0.837814383784538,0.290444141182309,0.138290118479003,0.226697246284731,0
1,38,3,3,0.810811857866762,0.26935363811178,0.146858135351405,0.21798825370752,0
1,38,3,3,0.783809331948986,0.248263135041251,0.156077476583339,0.20811702902481,0
1,38,3,3,0.75680680603121,0.227172631970721,0.166622728118603,0.19692085974183,0
1,38,3,3,0.72066138755017,0.210579368525526,0.181820296507661,0.185724690458849,0
1,38,3,3,0.679231687096124,0.196079647664537,0.197405557967868,0.176078163983202,0
1,38,3,3,0.637081402736669,0.183285776316606,0.210199429315799,0.167516387472688,0
1,38,3,3,0.594931118377214,0.175376837665157,0.218108367967248,0.162255350141792,0
1,38,3,3,0.555291255365638,0.164955647912661,0.226017306618696,0.157645162789977,0
1,38,3,3,0.517092560164882,0.153092239935488,0.233926245270145,0.153034975438161,0
1,38,3,3,0.478893864964126,0.141228831958315,0.241835183921593,0.148424788086346,0
1,38,3,3,0.44069516976337,0.129365423981143,0.247193102164878,0.146363763152593,0
1,38,3,3,0.402496474562613,0.119417219775448,0.24857328949817,0.146363763152593,0
1,38,3,3,0.364297779361857,0.116121828670678,0.243300663730538,0.150578791588539,0
1,38,3,3,0.335691373138492,0.119944482352211,0.238028037962906,0.155847577133471,0
1,38,3,3,0.314616230958764,0.128512499224614,0.232755412195273,0.161116362678403,0
1,38,3,3,0.293541088779036,0.137080516097016,0.227482786427641,0.166385148223335,0
1,38,3,3,0.272465946599309,0.145648532969419,0.219372247379195,0.174489780105686,0
1,38,3,3,0.251390804419581,0.154588735190125,0.209772966937535,0.192574111667261,0
1,38,3,3,0.230315662239854,0.165133986725389,0.198568637181316,0.21891803939192,0
1,38,3,3,0.212649734236259,0.179401091743688,0.187364307425098,0.24526196711658,0
1,38,3,3,0.198160573987696,0.195358538552199,0.177338564605173,0.271605894841239,0
1,38,3,3,0.1844462351428,0.209082873270889,0.168770547732771,0.297949822565899,0
1,38,3,3,0.176543056825402,0.216991811922337,0.162900874635569,0.321597371805799,0
1,38,3,3,0.166733817854984,0.224900750573786,0.15828732708889,0.34113061939223,0
1,38,3,3,0.154879050378888,0.232809689225234,0.153673779542212,0.357595574220142,0
1,38,3,3,0.143024282902791,0.240718627876683,0.149060231995534,0.374060529048054,0
1,38,3,3,0.131169515426694,0.246727870479499,0.146346380497488,0.390525483875967,0
1,38,3,3,0.120019835427934,0.249317660194777,0.146346380497488,0.406990438703879,0
1,38,3,3,0.116726844462351,0.244045034427145,0.149758079523603,0.420046179355659,0
1,38,3,3,0.118733631897848,0.238772408659512,0.155030705291235,0.434775534239358,0
1,38,3,3,0.127295408408362,0.23349978289188,0.160303331058867,0.453874881839736,0
1,38,3,3,0.135857184918876,0.228227157124248,0.1655759568265,0.472974229440114,0
1,38,3,3,0.144418961429391,0.220674896098257,0.173128217852491,0.492073577040492,0
1,38,3,3,0.153073716508345,0.211354754667825,0.188604925252776,0.504927864127319,0
1,38,3,3,0.163611287598209,0.200150424911606,0.214968054090937,0.492600455594985,0
1,38,3,3,0.176860733600905,0.188946095155387,0.241331182929099,0.477452697153306,0
1,38,3,3,0.193178472362121,0.17854816698716,0.26769431176726,0.462304938711627,0
1,38,3,3,0.207667632610683,0.169980150114757,0.294057440605421,0.447157180269948,0
1,38,3,3,0.215803257349181,0.1635521989951,0.318280503690838,0.432009421828269,0
1,38,3,3,0.223706435666579,0.158938651448421,0.338735190124682,0.418814213323829,0
1,38,3,3,0.231609613983977,0.154325103901743,0.355212145648533,0.415389502719623,0
1,38,3,3,0.239512792301375,0.149711556355065,0.371689101172384,0.413413708140274,0
1,38,3,3,0.246168508158869,0.146346380497488,0.388166056696235,0.411437913560924,0
1,38,3,3,0.249461499124452,0.146346380497488,0.404643012220086,0.410856797508174,0
1,38,3,3,0.24479707427438,0.149013708826996,0.418452639414428,0.416784181246223,0
1,38,3,3,0.239528288729448,0.154286334594628,0.431983127597544,0.420387100773272,0
1,38,3,3,0.234259503184516,0.15955896036226,0.451096396005211,0.418411306193922,0
1,38,3,3,0.228990717639584,0.164831586129893,0.470209664412878,0.416435511614573,0
1,38,3,3,0.222001828578513,0.171825569133428,0.489322932820545,0.414459717035223,0
1,38,3,3,0.212781453874882,0.184883071769741,0.504605793685255,0.412204986750554,0
1,38,3,3,0.201794486370892,0.211246200607903,0.49489020532225,0.419937704359145,0
1,38,3,3,0.190598317087911,0.237609329446064,0.479731406240308,0.433109668221475,0
1,38,3,3,0.179805054934838,0.263972458284226,0.464572607158365,0.446281632083805,0
1,38,3,3,0.171243278424323,0.290335587122387,0.449413808076422,0.459453595946134,0
1,38,3,3,0.164262137577288,0.315116928230259,0.434255008994479,0.472625559808464,0
1,38,3,3,0.159651950225473,0.336409031697785,0.420212765957447,0.486076459376114,0
1,38,3,3,0.155041762873658,0.352885987221636,0.415676757024998,0.497195146518727,0
1,38,3,3,0.150431575521842,0.369362942745487,0.413699522362136,0.504563698067595,0
1,38,3,3,0.146363763152593,0.385839898269338,0.411722287699274,0.498636314329547,0
1,38,3,3,0.146363763152593,0.402316853793189,0.409931145710564,0.492522973454619,0
1,38,3,3,0.148285320233686,0.416870851684139,0.41586284969915,0.478692411399172,0
1,38,3,3,0.153554105778618,0.429284783822344,0.42058495130575,0.464861849343726,0
1,38,3,3,0.15882289132355,0.448398052230011,0.418607716642888,0.45103128728828,0
1,38,3,3,0.164091676868482,0.467511320637678,0.416630481980026,0.437448668082007,0
1,38,3,3,0.170476205234693,0.486624589045345,0.414653247317164,0.428886891571493,0
1,38,3,3,0.181106754892997,0.504326654674028,0.412676012654302,0.420325115060978,0
1,38,3,3,0.207450682617657,0.497030271074995,0.418018423174741,0.413715888487704,0
1,38,3,3,0.233794610342316,0.481871471993053,0.431199987593822,0.407129906556539,0
1,38,3,3,0.260138538066976,0.46671267291111,0.444381552012902,0.400543924625374,0
1,38,3,3,0.286482465791635,0.451553873829167,0.457563116431983,0.393934698052099,0
1,38,3,3,0.311850118547675,0.436395074747224,0.470744680851064,0.385372921541585,0
1,38,3,3,0.333963521408315,0.421515414676509,0.483926245270145,0.37681114503107,0
1,38,3,3,0.350428476236228,0.415955896036226,0.4959524843372,0.365738947172677,0
1,38,3,3,0.36689343106414,0.413978661373364,0.504520501209602,0.355952952844369,0
1,38,3,3,0.383358385892052,0.412001426710502,0.499612306928851,0.362833366908927,0
1,38,3,3,0.399823340719964,0.41002419204764,0.493680602940264,0.370736545226325,0
1,38,3,3,0.415172552726597,0.415025432665467,0.480770423670988,0.378639723543723,0
1,38,3,3,0.426461700578017,0.420864090316978,0.466929781030953,0.386542901861121,0
1,38,3,3,0.445561048178395,0.418886855654116,0.453089138390919,0.394446080178519,0
1,38,3,3,0.464660395778773,0.416909620991254,0.439248495750884,0.402705676341603,0
1,38,3,3,0.483759743379151,0.414932386328392,0.430122200856026,0.407215136910942,0
1,38,3,3,0.502859090979529,0.412955151665529,0.421554183983624,0.411166726069641,0
1,38,3,3,0.499194185740187,0.416157496433224,0.414661001178587,0.41511831522834,0
1,38,3,3,0.484046427298508,0.429339060852304,0.408070218969047,0.419069904387039,0
1,38,3,3,0.468898668856829,0.442520625271385,0.401479436759506,0.423021493545738,0
1,38,3,3,0.453750910415149,0.455702189690466,0.394888654549966,0.42619826130077,0
1,38,3,3,0.43860315197347,0.468883754109547,0.386599776688791,0.428553718367916,0
1,38,3,3,0.423455393531791,0.482065318528627,0.378031759816389,0.431188111140382,0
1,38,3,3,0.416249554477693,0.494742881955214,0.367323677191241,0.433822503912848,0
1,38,3,3,0.414273759898343,0.503310898827616,0.356824948824515,0.42654693093242,0
1,38,3,3,0.412297965318994,0.500449723962533,0.36166335835246,0.412716368876974,0
1,38,3,3,0.410322170739644,0.494518019973947,0.369572297003908,0.398885806821528,0
1,38,3,3,0.414204025972013,0.482724396749581,0.377481235655356,0.385055244766081,0
1,38,3,3,0.420131409710062,0.468883754109547,0.385390174306805,0.371224682710635,0
1,38,3,3,0.419271357951992,0.455043111469512,0.393299112958253,0.357394120655189,0
1,38,3,3,0.417295563372643,0.441202468829477,0.401363128838161,0.34047976941315,0
1,38,3,3,0.415319768793293,0.431331803238013,0.406620246882948,0.321380421812772,0
1,38,3,3,0.413343974213944,0.42276378636561,0.410574716208672,0.302281074212394,0
1,38,3,3,0.414204025972013,0.415591464549346,0.414529185534396,0.283181726612016,0
1,38,3,3,0.427375989834343,0.409000682339805,0.41848365486012,0.264082379011638,0
1,38,3,3,0.440547953696673,0.402409900130265,0.422438124185845,0.248082317025926,0
1,38,3,3,0.453719917559003,0.395819117920724,0.426121208361764,0.235840138847996,0
1,38,3,3,0.466891881421332,0.387809379070777,0.428199243223125,0.226619764144365,0
1,38,3,3,0.480063845283662,0.379241362198375,0.430835556106941,0.217399389440734,0
1,38,3,3,0.493468255567092,0.368905464921531,0.433471868990757,0.208179014737103,0
1,38,3,3,0.502030032077606,0.357755412195273,0.428656721047081,0.20635043622445,0
1,38,3,3,0.501216469603756,0.360546802307549,0.414816078407047,0.20869814507756,0
1,38,3,3,0.495289085865708,0.368455740958998,0.400975435767012,0.210673939656909,0
1,38,3,3,0.484712773705661,0.376364679610446,0.387134793126977,0.212649734236259,0
1,38,3,3,0.470882211650215,0.384273618261894,0.373294150486942,0.214625528815608,0
1,38,3,3,0.457051649594768,0.392182556913343,0.359453507846908,0.216601323394957,0
1,38,3,3,0.443221087539322,0.400091495564791,0.343286706779976,0.220901582185306,0
1,38,3,3,0.432613782523128,0.406061968860493,0.324204453818001,0.226302087368861,0
1,38,3,3,0.424052006012614,0.410016438186217,0.305091185410334,0.230912274720677,0
1,38,3,3,0.416582727681269,0.413970907511941,0.285977917002667,0.235522462072492,0
1,38,3,3,0.409996745750105,0.417925376837665,0.266864648595,0.240132649424308,0
1,38,3,3,0.40341076381894,0.421879846163389,0.24984492277154,0.257992282778819,0
1,38,3,3,0.396824781887775,0.425834315489114,0.237322436573414,0.275774433992965,0
1,38,3,3,0.38909981249322,0.427827057874822,0.227901494944482,0.29355658520711,0
1,38,3,3,0.380538035982706,0.430463370758638,0.218674399851126,0.311338736421255,0
1,38,3,3,0.370612573801739,0.433099683642454,0.209447304757769,0.3291208876354,0
1,38,3,3,0.359416404518758,0.430013646796104,0.205942559394578,0.346903038849545,0
1,38,3,3,0.359393159876648,0.41677005148564,0.208392779604243,0.362918597263331,0
1,38,3,3,0.367296338194046,0.402929408845605,0.210370014267105,0.378724953898126,0
1,38,3,3,0.375199516511444,0.38908876620557,0.212347248929967,0.394531310532922,0
1,38,3,3,0.383102694828842,0.375248123565536,0.214324483592829,0.410337667167718,0
1,38,3,3,0.39100587314624,0.361407480925501,0.216301718255691,0.426144023802513,0
1,38,3,3,0.398909051463638,0.345798957881025,0.220046833322995,0.441950380437309,0
1,38,3,3,0.405495033394803,0.326902797593201,0.225652875131816,0.460003719142738,0
1,38,3,3,0.409446622553501,0.307789529185534,0.230266422678494,0.479761664936232,0
1,38,3,3,0.4133982117122,0.288676260777867,0.234879970225172,0.499519610729727,0
1,38,3,3,0.417349800870899,0.2695629923702,0.23949351777185,0.519277556523221,0
1,38,3,3,0.421301390029598,0.251612803175982,0.255272625767632,0.526715841998419,0
1,38,3,3,0.425252979188297,0.239090316977855,0.273067737733391,0.526715841998419,0
1,38,3,3,0.42740698269049,0.229204143663544,0.29086284969915,0.529001565139235,0
1,38,3,3,0.430041375462956,0.219977048570188,0.308657961664909,0.532294556104818,0
1,38,3,3,0.432675768235422,0.210749953476831,0.326453073630668,0.5355875470704,0
1,38,3,3,0.431265593280749,0.205570374046275,0.344248185596427,0.538880538035983,0
1,38,3,3,0.418736731183462,0.208113640593015,0.360585571614664,0.543723171808898,0
1,38,3,3,0.404906169128016,0.210090875255877,0.376403448917561,0.549650555546946,0
1,38,3,3,0.39107560707257,0.21206810991874,0.392221326220458,0.555577939284995,0
1,38,3,3,0.377245045017124,0.214045344581602,0.408039203523355,0.561505323023043,0
1,38,3,3,0.363414482961677,0.216022579244464,0.423857080826251,0.567432706761092,0
1,38,3,3,0.348375199516511,0.219209416289312,0.439674958129148,0.57336009049914,0
1,38,3,3,0.329694255474113,0.225001550772285,0.457152161776565,0.577768824286002,0
1,38,3,3,0.310594907873735,0.229615098318963,0.476924508405186,0.581061815251585,0
1,38,3,3,0.291495560273357,0.234228645865641,0.496696855033807,0.582402256279927,0
1,38,3,3,0.272396212672979,0.238842193412319,0.516469201662428,0.573840479769413,0
1,38,3,3,0.253529311493701,0.252760374666584,0.526704298740773,0.565278703258899,0
1,38,3,3,0.241015945824487,0.270555486632343,0.526704298740773,0.556716926748384,0
1,38,3,3,0.230633339015357,0.288350598598102,0.52848768686806,0.546373061009437,0
1,38,3,3,0.221412964311726,0.306145710563861,0.53178307797283,0.534518293533341,0
1,38,3,3,0.212192589608095,0.32394082252962,0.535078469077601,0.52308967782926,0
1,38,3,3,0.205203700547024,0.341735934495379,0.538373860182371,0.514527901318746,0
1,38,3,3,0.20783809331949,0.358352459524843,0.542847838223435,0.505966124808232,0
1,38,3,3,0.209813887898839,0.37417033682774,0.548779542212022,0.497404348297717,0
1,38,3,3,0.211789682478189,0.389988214130637,0.554711246200608,0.488842571787203,0
1,38,3,3,0.213765477057538,0.405806091433534,0.560642950189194,0.480280795276689,0
1,38,3,3,0.215741271636888,0.421623968736431,0.566574654177781,0.470556786660675,0
1,38,3,3,0.218321426911097,0.437441846039328,0.572506358166367,0.460677813763927,0
1,38,3,3,0.224248810649145,0.454407294832827,0.577290490664351,0.45079884086718,0
1,38,3,3,0.228905487285181,0.47413311829291,0.580585881769121,0.440919867970433,0
1,38,3,3,0.233515674636996,0.493905464921531,0.583741703368277,0.431180362926345,0
1,38,3,3,0.238125861988812,0.513677811550152,0.575173686495875,0.433156157505695,0
1,38,3,3,0.249476995552525,0.526704298740773,0.566605669623472,0.432900466442485,0
1,38,3,3,0.268033968170337,0.526704298740773,0.55803765275107,0.432241868249368,0
1,38,3,3,0.285816119384482,0.528022455182681,0.548151479436759,0.431583270056252,0
1,38,3,3,0.303598270598627,0.531317846287451,0.536288071459587,0.430924671863136,0
1,38,3,3,0.321380421812772,0.534613237392221,0.524424663482414,0.430266073670019,0
1,38,3,3,0.339162573026917,0.537908628496992,0.515779107995782,0.426391966651687,0
1,38,3,3,0.356138909981249,0.542010421189753,0.507211091123379,0.421371123955928,0
1,38,3,3,0.371844539833568,0.547942125178339,0.498643074250977,0.416102338410996,0
1,38,3,3,0.387650896468364,0.553873829166925,0.490075057378574,0.410833552866064,0
1,38,3,3,0.40345725310316,0.559805533155511,0.481507040506172,0.405564767321133,0
1,38,3,3,0.419263609737955,0.565737237144098,0.471977544817319,0.396398630115758,0
1,38,3,3,0.435069966372751,0.571668941132684,0.462091371503008,0.385202460832778,0
1,38,3,3,0.451651144411213,0.576825258978972,0.452205198188698,0.374006291549798,0
1,38,3,3,0.471161147355535,0.580120650083742,0.442319024874387,0.362810122266817,0
1,38,3,3,0.490919093149029,0.583416041188512,0.432432851560077,0.351613952983837,0
1,38,3,3,0.510677038942524,0.576383288877861,0.432874821661187,0.340417783700857,0
1,38,3,3,0.526715841998419,0.567815272005459,0.433022145028224,0.331887000046489,0
1,38,3,3,0.526715841998419,0.559247255133056,0.43236306680727,0.324642419922208,0
1,38,3,3,0.527568145542452,0.549826313504125,0.431703988586316,0.317397839797927,0
1,38,3,3,0.530861136508035,0.537962905526952,0.431044910365362,0.310153259673645,0
1,38,3,3,0.534154127473617,0.52609949754978,0.430385832144408,0.302908679549364,0
1,38,3,3,0.5374471184392,0.516988710377768,0.426974133118293,0.295664099425082,0
1,38,3,3,0.541143016534689,0.508420693505366,0.422151231313194,0.289287319272908,0
1,38,3,3,0.547070400272737,0.499852676632963,0.416878605545562,0.283359935534859,0
1,38,3,3,0.552997784010785,0.491284659760561,0.411605979777929,0.277432551796811,0
1,38,3,3,0.558925167748834,0.482716642888158,0.406333354010297,0.271505168058762,0
1,38,3,3,0.564852551486882,0.473373239873457,0.398083245456237,0.277510033937177,0
1,38,3,3,0.570779935224931,0.463487066559146,0.386878915700019,0.294633586958206,0
1,38,3,3,0.576335404689219,0.453600893244836,0.3756745859438,0.311757139979235,0
1,38,3,3,0.579628395654802,0.443714719930525,0.364470256187581,0.328880693000263,0
1,38,3,3,0.582921386620384,0.433828546616215,0.353265926431363,0.346004246021292,0
1,38,3,3,0.577567370721049,0.43259568264996,0.342061596675144,0.363127799042321,0
1,38,3,3,0.569005594210534,0.4331151913653,0.332950809503133,0.374850846879794,0
1,38,3,3,0.56044381770002,0.432456113144346,0.325700949072638,0.380778230617843,0
1,38,3,3,0.551533371557856,0.431797034923392,0.318451088642144,0.386705614355891,0
1,38,3,3,0.539678604081759,0.431137956702438,0.311201228211649,0.392632998093939,0
1,38,3,3,0.527823836605662,0.430478878481484,0.303951367781155,0.399304210379508,0
1,38,3,3,0.518254792270382,0.427532411140748,0.296701507350661,0.407207388696905,0
1,38,3,3,0.509693015759867,0.422895602009801,0.290133986725389,0.415110567014303,0
1,38,3,3,0.501131239249353,0.417622976242169,0.284202282736803,0.423013745331701,0
1,38,3,3,0.492569462738839,0.412350350474536,0.278270578748217,0.430916923649099,0
1,38,3,3,0.484007686228324,0.407077724706904,0.27233887475963,0.438820101966497,0
1,38,3,3,0.474857045451024,0.399665033186527,0.27490540289064,0.442306798282996,0
1,38,3,3,0.464978072554276,0.388460703430308,0.292041436635444,0.438355209124297,0
1,38,3,3,0.455099099657529,0.37725637367409,0.309177470380249,0.434403619965598,0
1,38,3,3,0.445220126760782,0.366052043917871,0.326313504125054,0.430452030806899,0
1,38,3,3,0.435341153864034,0.354847714161653,0.343449537869859,0.4265004416482,0
1,38,3,3,0.432296105747625,0.343643384405434,0.360585571614664,0.422548852489501,0
1,38,3,3,0.433187150361842,0.333974319210967,0.37401525959928,0.421851513226201,0
1,38,3,3,0.432528552168725,0.326724458780473,0.379946963587867,0.42777889696425,0
1,38,3,3,0.431869953975609,0.319474598349978,0.385878667576453,0.433706280702298,0
